"","siteid","Sample","substrate","Site","sticID","wet_dry","n_wet","n_total","prc_missing","prc_wet","tempC_mean","LeafSpecies1","LeafSpecies2","LeafSpecies3","Elm","Populus","Oak","Locust","Graminales","Elderberry","Rubrus","Forb","Shrub","Unknown","Sediment.Texture.Description","Percent.Rocks","Percent.Leaf.Litter","Percent.Sediment","meanN2Ar","meanO2Ar","meanO2","project","date","rType","rep","sublocation","month","time_cst","sub_watershed","burn_area","stream_order","elevation","flow_state","conductivity","canopy_cover_percent","long","lat","stic_sublocation","stream_temp_C_1wk_avg","stream_temp_C_2wk_avg","stream_temp_C_3wk_avg","percent_wet_1wk_avg","percent_wet_2wk_avg","percent_wet_3wk_avg","twi","distance_from_outlet","drainage_area","wetted_width","slope_percent","weather","pH","crewBGC","crewMicro","wetdrybin","alpha.cent","page.rank","imp.closeness.cent","betweenness.cent","n.nodes.in.paths","n.paths","upstream.network.length","path.length.mean","path.length.var","path.length.skew","path.length.kurt","path.degree.mean","path.degree.var","path.degree.skew","path.degree.kurt","in.eccentricity","mean.efficiency","alpha.cent.wt","flowing.upstream.length.m","W_Chl.a_ug_per_mL","rock_area","B_Chl.a_ug_per_cm2","Biofilm_B_Glucosidase_Activity_.umoles_hr_1_mL_1_cm_2.","Biofilm_Phospahtase_Activity_.umoles_hr_1_mL_1_cm_2.","Biofilm_N_Acetylglucosaminidase_Activity_.umoles_hr_1_mL_1_cm_2.","Water_B_Glucosidase_Activity_.umoles_hr_1_mL_1.","Water_Phospahtase_Activity_.umoles_hr_1_mL_1.","Water_N_Acetylglucosaminidase_Activity_.umoles_hr_1_mL_1.","Leaf_Litter_B_Glucosidase_Activity_.umolperhperg_DW.","Leaf_Litter_B_Glucosidase_Activity_.umolperhperg_OM.","Leaf_Litter_Phosphatase_Activity_.umolperhperg_DW.","Leaf_Litter_Phosphatase_Activity_.umolperhperg_OM.","Leaf_Litter_N_Acetylglucosaminidase_Activity_.umolperhperg_DW.","Leaf_Litter_N_Acetylglucosaminidase_Activity_.umolperhperg_OM.","Leaf_Litter_Phenol_Oxidase_Activity_.umolperhperg_DW.","Leaf_Litter_Phenol_Oxidase_Activity_.umolperhperg_OM.","Leaf_Litter_Peroxidase_Activity_.umolperhperg_DW.","Leaf_Litter_Peroxidase_Activity_.umolperhperg_OM.","Sediment_B_Glucosidase_Activity_.umolperhperg_DW.","Sediment_B_Glucosidase_Activity_.umolperhperg_OM.","Sediment_Phosphatase_Activity_.umolperhperg_DW.","Sediment_Phosphatase_Activity_.umolperhperg_OM.","Sediment_N_Acetylglucosaminidase_Activity_.umolperhperg_DW.","Sediment_N_Acetylglucosaminidase_Activity_.umolperhperg_OM.","Sediment_Phenol_Oxidase_Activity_.umolperhperg_DW.","Sediment_Phenol_Activity_.umolperhperg_OM.","Sediment_Peroxidase_Activity_.umolperhperg_DW.","Sediment_Peroxidase_Activity_.umolperhperg_OM.","X16SCopyNocm2biofilm","X16SCopyNogleaftissue","X16SCopyNogsediment","X16SCopyNomLwater","ITSCopyNocm2biofilm","ITSCopyNogleaftissue","ITSCopyNogsediment","ITSCopyNomLwater","ITSsxtSRatioCopyNumberBio","ITSsxtSRatioCopyNumberLeaf","ITSsxtSRatioCopyNumberSed","ITSsxtSRatioCopyNumberWater"
"02m07_B","02M07","02m07_B","B","02m07","02M07_1","WET",47737,55997,0.006740337,0.852492098,13.24096219,"Elm","Populus","Populus",1,1,0,0,0,0,0,0,0,0,NA,85,5,10,40.42192,18.30064,262.7113,"AIMS",20210606,"ENVD",1,"SW","June","10:05","02M","N2B",1,373.2965393,"flowing",568.6,14.6,-96.59252,39.08648,"HS",15.51903418,15.69292193,15.73883414,1,1,1,15.26016903,1.04,14.1328,"",3.813568313,"cloudy, cool, breeze",7.97,"Amy Burgin, Kaci Zarek","Brett Nave, Brooke Vogt",1,5599428749.55986,0.0225241700759177,0.331408135598306,28,4,4,1209.206082,760.346947,156084.891237306,-0.33496853374117,-3.16854378330196,1.5,0.25,0,-6,1209.206082,0.000197149396548665,18.4009505001326,1209.206082,197.1425769,75,0.259,NA,NA,NA,0,0.071452638,0,3.823009705,4.50569001,4.543937201,5.355354558,3.344385642,3.941597364,2.801213647,3.30143037,3.402166056,4.009695708,0.117415264,2.594877336,0.308896881,6.826621061,0.01291855,0.285499951,0.533933276,11.79992539,0.110693484,2.446325996,63404800,6858880309,1535743632,103548,28606923,1467079680,4.76e+11,8403050,0.992,0.881,1.486,1.339
"02m07_S","02M07","02m07_S","S","02m07","02M07_1","WET",47737,55997,0.006740337,0.852492098,13.24096219,"Elm","Populus","Populus",1,1,0,0,0,0,0,0,0,0,NA,85,5,10,40.42192,18.30064,262.7113,"AIMS",20210606,"ENVD",1,"SW","June","10:05","02M","N2B",1,373.2965393,"flowing",568.6,14.6,-96.59252,39.08648,"HS",15.51903418,15.69292193,15.73883414,1,1,1,15.26016903,1.04,14.1328,"",3.813568313,"cloudy, cool, breeze",7.97,"Amy Burgin, Kaci Zarek","Brett Nave, Brooke Vogt",1,5599428749.55986,0.0225241700759177,0.331408135598306,28,4,4,1209.206082,760.346947,156084.891237306,-0.33496853374117,-3.16854378330196,1.5,0.25,0,-6,1209.206082,0.000197149396548665,18.4009505001326,1209.206082,197.1425769,75,0.259,NA,NA,NA,0,0.071452638,0,3.823009705,4.50569001,4.543937201,5.355354558,3.344385642,3.941597364,2.801213647,3.30143037,3.402166056,4.009695708,0.117415264,2.594877336,0.308896881,6.826621061,0.01291855,0.285499951,0.533933276,11.79992539,0.110693484,2.446325996,63404800,6858880309,1535743632,103548,28606923,1467079680,4.76e+11,8403050,0.992,0.881,1.486,1.339
"02m07_L","02M07","02m07_L","L","02m07","02M07_1","WET",47737,55997,0.006740337,0.852492098,13.24096219,"Elm","Populus","Populus",1,1,0,0,0,0,0,0,0,0,NA,85,5,10,40.42192,18.30064,262.7113,"AIMS",20210606,"ENVD",1,"SW","June","10:05","02M","N2B",1,373.2965393,"flowing",568.6,14.6,-96.59252,39.08648,"HS",15.51903418,15.69292193,15.73883414,1,1,1,15.26016903,1.04,14.1328,"",3.813568313,"cloudy, cool, breeze",7.97,"Amy Burgin, Kaci Zarek","Brett Nave, Brooke Vogt",1,5599428749.55986,0.0225241700759177,0.331408135598306,28,4,4,1209.206082,760.346947,156084.891237306,-0.33496853374117,-3.16854378330196,1.5,0.25,0,-6,1209.206082,0.000197149396548665,18.4009505001326,1209.206082,197.1425769,75,0.259,NA,NA,NA,0,0.071452638,0,3.823009705,4.50569001,4.543937201,5.355354558,3.344385642,3.941597364,2.801213647,3.30143037,3.402166056,4.009695708,0.117415264,2.594877336,0.308896881,6.826621061,0.01291855,0.285499951,0.533933276,11.79992539,0.110693484,2.446325996,63404800,6858880309,1535743632,103548,28606923,1467079680,4.76e+11,8403050,0.992,0.881,1.486,1.339
"02m08_W","02M08","02m08_W","W","02m08","02M08_1","WET",2595,29454,0.477552903,0.088103483,18.62019149,"Populus","Oak","Oak",0,1,1,0,0,0,0,0,0,0,NA,85,5,10,41.24604,16.58007,236.0363,"AIMS",20210606,"ENVD",1,"SW","June","11:30","02M","N2B",1,376.8670044,"flowing",566,51,-96.592913,39.085573,"HS",15.38466568,15.59371004,15.64881332,1,1,1,15.93290806,1.2,12.9671,"1.3",1.787641455,"overcast, breezy",7.98,"Erin Seybold, Amy Burgin, Kaci Zarek","Brett Nave, Brooke Vogt",1,25169747.3657447,0.019353793523735,0.215598305838856,24,3,3,986.739457,717.173762666667,79528.6368520425,-1.37276162455541,NA,1.33333333333333,0.222222222222222,1.73205080756888,NA,986.739457,0.000128255982057618,11.5065545137823,986.739457,2.891405137,75,0.04,NA,NA,NA,0.033756778,0.154913256,0.010177401,14.02962865,15.90024581,9.61982334,10.90246645,6.169505693,6.992106452,3.600159979,4.08018131,2.574207653,2.917435341,0.207205146,0,0.713171201,0,0.022831575,0,0.915632179,0,0.409916493,0,3368448,3515706910,997029819,29968,34053969,708811220,2.88e+11,2899040,1.195,0.875,1.486,1.45
"02m08_L","02M08","02m08_L","L","02m08","02M08_1","WET",2595,29454,0.477552903,0.088103483,18.62019149,"Populus","Oak","Oak",0,1,1,0,0,0,0,0,0,0,NA,85,5,10,41.24604,16.58007,236.0363,"AIMS",20210606,"ENVD",1,"SW","June","11:30","02M","N2B",1,376.8670044,"flowing",566,51,-96.592913,39.085573,"HS",15.38466568,15.59371004,15.64881332,1,1,1,15.93290806,1.2,12.9671,"1.3",1.787641455,"overcast, breezy",7.98,"Erin Seybold, Amy Burgin, Kaci Zarek","Brett Nave, Brooke Vogt",1,25169747.3657447,0.019353793523735,0.215598305838856,24,3,3,986.739457,717.173762666667,79528.6368520425,-1.37276162455541,NA,1.33333333333333,0.222222222222222,1.73205080756888,NA,986.739457,0.000128255982057618,11.5065545137823,986.739457,2.891405137,75,0.04,NA,NA,NA,0.033756778,0.154913256,0.010177401,14.02962865,15.90024581,9.61982334,10.90246645,6.169505693,6.992106452,3.600159979,4.08018131,2.574207653,2.917435341,0.207205146,0,0.713171201,0,0.022831575,0,0.915632179,0,0.409916493,0,3368448,3515706910,997029819,29968,34053969,708811220,2.88e+11,2899040,1.195,0.875,1.486,1.45
"02m08_B","02M08","02m08_B","B","02m08","02M08_1","WET",2595,29454,0.477552903,0.088103483,18.62019149,"Populus","Oak","Oak",0,1,1,0,0,0,0,0,0,0,NA,85,5,10,41.24604,16.58007,236.0363,"AIMS",20210606,"ENVD",1,"SW","June","11:30","02M","N2B",1,376.8670044,"flowing",566,51,-96.592913,39.085573,"HS",15.38466568,15.59371004,15.64881332,1,1,1,15.93290806,1.2,12.9671,"1.3",1.787641455,"overcast, breezy",7.98,"Erin Seybold, Amy Burgin, Kaci Zarek","Brett Nave, Brooke Vogt",1,25169747.3657447,0.019353793523735,0.215598305838856,24,3,3,986.739457,717.173762666667,79528.6368520425,-1.37276162455541,NA,1.33333333333333,0.222222222222222,1.73205080756888,NA,986.739457,0.000128255982057618,11.5065545137823,986.739457,2.891405137,75,0.04,NA,NA,NA,0.033756778,0.154913256,0.010177401,14.02962865,15.90024581,9.61982334,10.90246645,6.169505693,6.992106452,3.600159979,4.08018131,2.574207653,2.917435341,0.207205146,0,0.713171201,0,0.022831575,0,0.915632179,0,0.409916493,0,3368448,3515706910,997029819,29968,34053969,708811220,2.88e+11,2899040,1.195,0.875,1.486,1.45
"02m08_S","02M08","02m08_S","S","02m08","02M08_1","WET",2595,29454,0.477552903,0.088103483,18.62019149,"Populus","Oak","Oak",0,1,1,0,0,0,0,0,0,0,NA,85,5,10,41.24604,16.58007,236.0363,"AIMS",20210606,"ENVD",1,"SW","June","11:30","02M","N2B",1,376.8670044,"flowing",566,51,-96.592913,39.085573,"HS",15.38466568,15.59371004,15.64881332,1,1,1,15.93290806,1.2,12.9671,"1.3",1.787641455,"overcast, breezy",7.98,"Erin Seybold, Amy Burgin, Kaci Zarek","Brett Nave, Brooke Vogt",1,25169747.3657447,0.019353793523735,0.215598305838856,24,3,3,986.739457,717.173762666667,79528.6368520425,-1.37276162455541,NA,1.33333333333333,0.222222222222222,1.73205080756888,NA,986.739457,0.000128255982057618,11.5065545137823,986.739457,2.891405137,75,0.04,NA,NA,NA,0.033756778,0.154913256,0.010177401,14.02962865,15.90024581,9.61982334,10.90246645,6.169505693,6.992106452,3.600159979,4.08018131,2.574207653,2.917435341,0.207205146,0,0.713171201,0,0.022831575,0,0.915632179,0,0.409916493,0,3368448,3515706910,997029819,29968,34053969,708811220,2.88e+11,2899040,1.195,0.875,1.486,1.45
"02m09_L","02M09","02m09_L","L","02m09","02M09_1","WET",15063,55998,0.0067226,0.26899175,13.91128308,"Oak","Oak","Oak",0,0,1,0,0,0,0,0,0,0,NA,80,5,15,43.07667,14.04411,199.934,"AIMS",20210606,"ENVD",1,"SW","June","12:54","02M","N2B",1,379.9472046,"flowing",557.7,40.6,-96.59339,39.08482,"HS",15.52729569,15.62343494,15.66680083,1,1,1,14.74790478,1.33,9.8943,"1.3",4.453773322,"75, overcast",7.71,"Erin Seybold, Amy Burgin, Kaci Zarek","Brett Nave, Brooke Vogt",1,76773.350547121,0.0156239387564612,0.142760944040613,18,2,2,658.894623,583.993393,5610.1942555129,Inf,NA,1,0,NA,NA,658.894623,8.49262010949512e-05,5.02258007036382,658.894623,0,75,0.209,NA,NA,NA,0.012916159,0.001121492,0.072889149,92.81030685,92.81030685,69.39962092,69.39962092,10.27099022,10.27099022,10.08365701,10.08365701,35.68701657,35.68701657,0.100052723,4.235565277,0.206291502,8.733006901,0.011565234,0.489594911,0.386067767,16.34353546,0.243223045,17.86923465,173004800,7737179487,66329341,50040,1123622493,384886800,26305772455,3693310,1.202,0.766,1.566,1.363
"02m09_W","02M09","02m09_W","W","02m09","02M09_1","WET",15063,55998,0.0067226,0.26899175,13.91128308,"Oak","Oak","Oak",0,0,1,0,0,0,0,0,0,0,NA,80,5,15,43.07667,14.04411,199.934,"AIMS",20210606,"ENVD",1,"SW","June","12:54","02M","N2B",1,379.9472046,"flowing",557.7,40.6,-96.59339,39.08482,"HS",15.52729569,15.62343494,15.66680083,1,1,1,14.74790478,1.33,9.8943,"1.3",4.453773322,"75, overcast",7.71,"Erin Seybold, Amy Burgin, Kaci Zarek","Brett Nave, Brooke Vogt",1,76773.350547121,0.0156239387564612,0.142760944040613,18,2,2,658.894623,583.993393,5610.1942555129,Inf,NA,1,0,NA,NA,658.894623,8.49262010949512e-05,5.02258007036382,658.894623,0,75,0.209,NA,NA,NA,0.012916159,0.001121492,0.072889149,92.81030685,92.81030685,69.39962092,69.39962092,10.27099022,10.27099022,10.08365701,10.08365701,35.68701657,35.68701657,0.100052723,4.235565277,0.206291502,8.733006901,0.011565234,0.489594911,0.386067767,16.34353546,0.243223045,17.86923465,173004800,7737179487,66329341,50040,1123622493,384886800,26305772455,3693310,1.202,0.766,1.566,1.363
"02m09_B","02M09","02m09_B","B","02m09","02M09_1","WET",15063,55998,0.0067226,0.26899175,13.91128308,"Oak","Oak","Oak",0,0,1,0,0,0,0,0,0,0,NA,80,5,15,43.07667,14.04411,199.934,"AIMS",20210606,"ENVD",1,"SW","June","12:54","02M","N2B",1,379.9472046,"flowing",557.7,40.6,-96.59339,39.08482,"HS",15.52729569,15.62343494,15.66680083,1,1,1,14.74790478,1.33,9.8943,"1.3",4.453773322,"75, overcast",7.71,"Erin Seybold, Amy Burgin, Kaci Zarek","Brett Nave, Brooke Vogt",1,76773.350547121,0.0156239387564612,0.142760944040613,18,2,2,658.894623,583.993393,5610.1942555129,Inf,NA,1,0,NA,NA,658.894623,8.49262010949512e-05,5.02258007036382,658.894623,0,75,0.209,NA,NA,NA,0.012916159,0.001121492,0.072889149,92.81030685,92.81030685,69.39962092,69.39962092,10.27099022,10.27099022,10.08365701,10.08365701,35.68701657,35.68701657,0.100052723,4.235565277,0.206291502,8.733006901,0.011565234,0.489594911,0.386067767,16.34353546,0.243223045,17.86923465,173004800,7737179487,66329341,50040,1123622493,384886800,26305772455,3693310,1.202,0.766,1.566,1.363
"02m09_S","02M09","02m09_S","S","02m09","02M09_1","WET",15063,55998,0.0067226,0.26899175,13.91128308,"Oak","Oak","Oak",0,0,1,0,0,0,0,0,0,0,NA,80,5,15,43.07667,14.04411,199.934,"AIMS",20210606,"ENVD",1,"SW","June","12:54","02M","N2B",1,379.9472046,"flowing",557.7,40.6,-96.59339,39.08482,"HS",15.52729569,15.62343494,15.66680083,1,1,1,14.74790478,1.33,9.8943,"1.3",4.453773322,"75, overcast",7.71,"Erin Seybold, Amy Burgin, Kaci Zarek","Brett Nave, Brooke Vogt",1,76773.350547121,0.0156239387564612,0.142760944040613,18,2,2,658.894623,583.993393,5610.1942555129,Inf,NA,1,0,NA,NA,658.894623,8.49262010949512e-05,5.02258007036382,658.894623,0,75,0.209,NA,NA,NA,0.012916159,0.001121492,0.072889149,92.81030685,92.81030685,69.39962092,69.39962092,10.27099022,10.27099022,10.08365701,10.08365701,35.68701657,35.68701657,0.100052723,4.235565277,0.206291502,8.733006901,0.011565234,0.489594911,0.386067767,16.34353546,0.243223045,17.86923465,173004800,7737179487,66329341,50040,1123622493,384886800,26305772455,3693310,1.202,0.766,1.566,1.363
"02m10_W","02M10","02m10_W","W","02m10","02M10_1","WET",2280,26908,0.522713163,0.084733165,12.22170544,"Oak","Populus","Populus",0,1,1,0,0,0,0,0,0,0,NA,75,5,20,41.40282,16.47837,230.7487,"AIMS",20210606,"ENVD",1,"SW","June","15:00","02M","N2B",1,387.2233887,"flowing",541.4,27.1,-96.59357,39.08251,"HS",15.42985141,15.6312342,15.68870229,1,1,1,14.12819386,1.6,6.1497,"1.7",5.140935224,"sunny",7.89,"Erin Seybold, Amy Burgin","Brett Nave, Kaci Zarek",1,150.80246,0.0112358743243745,0.273693769781885,10,1,1,149.80246,149.80246,0,NA,NA,0,0,NA,NA,149.80246,0.000162816043891663,0.693147180559945,149.80246,0,75,0.088,NA,NA,NA,0.039536943,0.152039512,0.008659615,17.96200828,17.96200828,11.09993434,11.09993434,8.388790316,8.388790316,6.33765199,6.33765199,4.964494059,4.964494059,0.1034389,1.427456822,0.204579158,2.823192381,0.018826974,0.259812247,0.511790548,7.062709557,0.390059677,5.270147274,45991680,5413514091,3182486931,37298,7077244,670846520,7.8e+11,2023986,0.906,0.838,1.475,1.358
"02m10_L","02M10","02m10_L","L","02m10","02M10_1","WET",2280,26908,0.522713163,0.084733165,12.22170544,"Oak","Populus","Populus",0,1,1,0,0,0,0,0,0,0,NA,75,5,20,41.40282,16.47837,230.7487,"AIMS",20210606,"ENVD",1,"SW","June","15:00","02M","N2B",1,387.2233887,"flowing",541.4,27.1,-96.59357,39.08251,"HS",15.42985141,15.6312342,15.68870229,1,1,1,14.12819386,1.6,6.1497,"1.7",5.140935224,"sunny",7.89,"Erin Seybold, Amy Burgin","Brett Nave, Kaci Zarek",1,150.80246,0.0112358743243745,0.273693769781885,10,1,1,149.80246,149.80246,0,NA,NA,0,0,NA,NA,149.80246,0.000162816043891663,0.693147180559945,149.80246,0,75,0.088,NA,NA,NA,0.039536943,0.152039512,0.008659615,17.96200828,17.96200828,11.09993434,11.09993434,8.388790316,8.388790316,6.33765199,6.33765199,4.964494059,4.964494059,0.1034389,1.427456822,0.204579158,2.823192381,0.018826974,0.259812247,0.511790548,7.062709557,0.390059677,5.270147274,45991680,5413514091,3182486931,37298,7077244,670846520,7.8e+11,2023986,0.906,0.838,1.475,1.358
"02m10_S","02M10","02m10_S","S","02m10","02M10_1","WET",2280,26908,0.522713163,0.084733165,12.22170544,"Oak","Populus","Populus",0,1,1,0,0,0,0,0,0,0,NA,75,5,20,41.40282,16.47837,230.7487,"AIMS",20210606,"ENVD",1,"SW","June","15:00","02M","N2B",1,387.2233887,"flowing",541.4,27.1,-96.59357,39.08251,"HS",15.42985141,15.6312342,15.68870229,1,1,1,14.12819386,1.6,6.1497,"1.7",5.140935224,"sunny",7.89,"Erin Seybold, Amy Burgin","Brett Nave, Kaci Zarek",1,150.80246,0.0112358743243745,0.273693769781885,10,1,1,149.80246,149.80246,0,NA,NA,0,0,NA,NA,149.80246,0.000162816043891663,0.693147180559945,149.80246,0,75,0.088,NA,NA,NA,0.039536943,0.152039512,0.008659615,17.96200828,17.96200828,11.09993434,11.09993434,8.388790316,8.388790316,6.33765199,6.33765199,4.964494059,4.964494059,0.1034389,1.427456822,0.204579158,2.823192381,0.018826974,0.259812247,0.511790548,7.062709557,0.390059677,5.270147274,45991680,5413514091,3182486931,37298,7077244,670846520,7.8e+11,2023986,0.906,0.838,1.475,1.358
"02m10_B","02M10","02m10_B","B","02m10","02M10_1","WET",2280,26908,0.522713163,0.084733165,12.22170544,"Oak","Populus","Populus",0,1,1,0,0,0,0,0,0,0,NA,75,5,20,41.40282,16.47837,230.7487,"AIMS",20210606,"ENVD",1,"SW","June","15:00","02M","N2B",1,387.2233887,"flowing",541.4,27.1,-96.59357,39.08251,"HS",15.42985141,15.6312342,15.68870229,1,1,1,14.12819386,1.6,6.1497,"1.7",5.140935224,"sunny",7.89,"Erin Seybold, Amy Burgin","Brett Nave, Kaci Zarek",1,150.80246,0.0112358743243745,0.273693769781885,10,1,1,149.80246,149.80246,0,NA,NA,0,0,NA,NA,149.80246,0.000162816043891663,0.693147180559945,149.80246,0,75,0.088,NA,NA,NA,0.039536943,0.152039512,0.008659615,17.96200828,17.96200828,11.09993434,11.09993434,8.388790316,8.388790316,6.33765199,6.33765199,4.964494059,4.964494059,0.1034389,1.427456822,0.204579158,2.823192381,0.018826974,0.259812247,0.511790548,7.062709557,0.390059677,5.270147274,45991680,5413514091,3182486931,37298,7077244,670846520,7.8e+11,2023986,0.906,0.838,1.475,1.358
"02m11_W","02M11","02m11_W","W","02m11","02M11_1","WET",37946,51570,0.085265268,0.735815397,15.68002501,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,92,0,8,38.29022,19.13997,260.5252,"AIMS",20210606,"ENVD",1,"SW","June","16:40","02M","N2B",1,401.5448608,"flowing",566.9,0,-96.593682,39.079249,"HS",18.03800892,17.57932342,17.58943789,1,1,1,14.58442116,2,2.6741,"0.25",1.420063582,"BLANK",8.02,"Erin Seybold, Amy Burgin, Kaci Zarek","Brett Nave",1,1,0.00607344558074295,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0.693147180559945,0,47.87184038,75,0.066,NA,NA,NA,0.049471104,0.054887518,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073077337,1.640918389,0.298445614,6.701460597,0.012179556,0.273486398,0.515145751,11.56736369,0.314208653,5.217733144,7837440,NA,2765436444,125868,15865975,NA,8.07e+11,42174305,1.116,NA,1.486,1.519
"02m11_L","02M11","02m11_L","L","02m11","02M11_1","WET",37946,51570,0.085265268,0.735815397,15.68002501,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,92,0,8,38.29022,19.13997,260.5252,"AIMS",20210606,"ENVD",1,"SW","June","16:40","02M","N2B",1,401.5448608,"flowing",566.9,0,-96.593682,39.079249,"HS",18.03800892,17.57932342,17.58943789,1,1,1,14.58442116,2,2.6741,"0.25",1.420063582,"BLANK",8.02,"Erin Seybold, Amy Burgin, Kaci Zarek","Brett Nave",1,1,0.00607344558074295,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0.693147180559945,0,47.87184038,75,0.066,NA,NA,NA,0.049471104,0.054887518,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073077337,1.640918389,0.298445614,6.701460597,0.012179556,0.273486398,0.515145751,11.56736369,0.314208653,5.217733144,7837440,NA,2765436444,125868,15865975,NA,8.07e+11,42174305,1.116,NA,1.486,1.519
"02m11_B","02M11","02m11_B","B","02m11","02M11_1","WET",37946,51570,0.085265268,0.735815397,15.68002501,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,92,0,8,38.29022,19.13997,260.5252,"AIMS",20210606,"ENVD",1,"SW","June","16:40","02M","N2B",1,401.5448608,"flowing",566.9,0,-96.593682,39.079249,"HS",18.03800892,17.57932342,17.58943789,1,1,1,14.58442116,2,2.6741,"0.25",1.420063582,"BLANK",8.02,"Erin Seybold, Amy Burgin, Kaci Zarek","Brett Nave",1,1,0.00607344558074295,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0.693147180559945,0,47.87184038,75,0.066,NA,NA,NA,0.049471104,0.054887518,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073077337,1.640918389,0.298445614,6.701460597,0.012179556,0.273486398,0.515145751,11.56736369,0.314208653,5.217733144,7837440,NA,2765436444,125868,15865975,NA,8.07e+11,42174305,1.116,NA,1.486,1.519
"02m11_S","02M11","02m11_S","S","02m11","02M11_1","WET",37946,51570,0.085265268,0.735815397,15.68002501,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,92,0,8,38.29022,19.13997,260.5252,"AIMS",20210606,"ENVD",1,"SW","June","16:40","02M","N2B",1,401.5448608,"flowing",566.9,0,-96.593682,39.079249,"HS",18.03800892,17.57932342,17.58943789,1,1,1,14.58442116,2,2.6741,"0.25",1.420063582,"BLANK",8.02,"Erin Seybold, Amy Burgin, Kaci Zarek","Brett Nave",1,1,0.00607344558074295,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0.693147180559945,0,47.87184038,75,0.066,NA,NA,NA,0.049471104,0.054887518,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073077337,1.640918389,0.298445614,6.701460597,0.012179556,0.273486398,0.515145751,11.56736369,0.314208653,5.217733144,7837440,NA,2765436444,125868,15865975,NA,8.07e+11,42174305,1.116,NA,1.486,1.519
"04m01_B","04M01","04m01_B","B","04m01","04M01_1","WET",25237,44757,0.206112422,0.563867105,14.82271488,"Elm","Oak","Populus",1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,37.5746,18.9892,263.2088,"AIMS",20210603,"ENVD",1,"SW","June","11:15","04M","N2B",2,355.1574097,"flowing",534.5,76,-96.586195,39.089842,"HS",15.25973254,15.88678231,15.88678231,1,1,1,16.12752151,0.32,39.7602,"2",4.50414143,"hot, clear, sunny",8.33,"Jess Wilhelm, Sarah Flynn","Kevin Kuehn, Charlie Bond",1,1.49924572772289e+26,0.0363852764382072,0.709457729215537,24,12,12,2987.409365,1436.24364841667,685100.47480259,0.0560995252256586,-1.1486650290773,1.83333333333333,0.305555555555556,-0.0629836657297771,0.654545454545454,2787.405342,0.000422045050098475,71.9801783358134,2987.409365,0,74.9,0.269,0.006048152,0.048887616,0.006835439,0.018326206,0.098210858,0.006093103,16.8096028,25.61463283,6.861117733,10.45503655,2.268048408,3.456073765,3.015185295,4.594568068,3.920619946,5.974278013,0.111118925,2.389056896,0.203952458,4.384977847,0.010314837,0.221768995,0.556025381,11.95454568,0.239228867,6.280798476,193263942,3927047094,8990201,116389,146438604,370015710,7491633675,25103050,1.033,0.81,1.673,1.458
"04m01_W","04M01","04m01_W","W","04m01","04M01_1","WET",25237,44757,0.206112422,0.563867105,14.82271488,"Elm","Oak","Populus",1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,37.5746,18.9892,263.2088,"AIMS",20210603,"ENVD",1,"SW","June","11:15","04M","N2B",2,355.1574097,"flowing",534.5,76,-96.586195,39.089842,"HS",15.25973254,15.88678231,15.88678231,1,1,1,16.12752151,0.32,39.7602,"2",4.50414143,"hot, clear, sunny",8.33,"Jess Wilhelm, Sarah Flynn","Kevin Kuehn, Charlie Bond",1,1.49924572772289e+26,0.0363852764382072,0.709457729215537,24,12,12,2987.409365,1436.24364841667,685100.47480259,0.0560995252256586,-1.1486650290773,1.83333333333333,0.305555555555556,-0.0629836657297771,0.654545454545454,2787.405342,0.000422045050098475,71.9801783358134,2987.409365,0,74.9,0.269,0.006048152,0.048887616,0.006835439,0.018326206,0.098210858,0.006093103,16.8096028,25.61463283,6.861117733,10.45503655,2.268048408,3.456073765,3.015185295,4.594568068,3.920619946,5.974278013,0.111118925,2.389056896,0.203952458,4.384977847,0.010314837,0.221768995,0.556025381,11.95454568,0.239228867,6.280798476,193263942,3927047094,8990201,116389,146438604,370015710,7491633675,25103050,1.033,0.81,1.673,1.458
